tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2003-540,Wimbledon,Grass,128,G,20030623,122,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,102854,8,,Sjeng Schalken,R,193,NED,26.7871321013,12,1715,6-3 6-4 6-4,5,QF,98,13,5,92,62,50,15,15,3,4,1,2,102,74,45,12,14,7,11
2003-540,Wimbledon,Grass,128,G,20030623,115,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,103852,,,Feliciano Lopez,L,188,ESP,21.7549623546,52,723,7-6(5) 6-4 6-4,5,R16,126,9,2,104,69,48,17,16,3,6,13,3,127,80,51,24,16,13,18
2003-540,Wimbledon,Grass,128,G,20030623,073,103819,4,,Roger Federer,R,185,SUI,21.8726899384,5,2580,102905,,,Stefan Koubek,L,175,AUT,26.46954141,70,605,7-5 6-1 6-1,5,R64,77,6,3,73,44,35,16,13,2,3,0,3,75,45,20,15,13,5,12
2003-314,Gstaad,Clay,32,A,20030707,001,103819,1,,Roger Federer,R,185,SUI,21.9110198494,3,3575,104043,,Q,Marc Lopez,R,175,ESP,20.9336071184,190,188,6-3 6-7(4) 6-3,3,R32,124,16,3,88,48,40,27,16,1,3,1,2,108,81,49,15,14,6,10
2003-314,Gstaad,Clay,32,A,20030707,029,103819,1,,Roger Federer,R,185,SUI,21.9110198494,3,3575,103292,4,,Gaston Gaudio,R,175,ARG,24.5749486653,27,1125,6-1 7-6(6),3,SF,88,12,2,61,39,33,11,10,1,2,0,4,68,49,28,10,9,8,11
2003-314,Gstaad,Clay,32,A,20030707,017,103819,1,,Roger Federer,R,185,SUI,21.9110198494,3,3575,103444,,,Jean Rene Lisnard,R,173,MON,23.780971937,99,403,6-1 6-2,3,R16,54,9,2,42,20,15,18,8,1,1,1,6,49,22,13,10,7,5,9
2003-314,Gstaad,Clay,32,A,20030707,025,103819,1,,Roger Federer,R,185,SUI,21.9110198494,3,3575,103176,,,David Sanchez,R,183,ESP,25.2128678987,56,667,W/O,3,QF,,,,,,,,,,,,,,,,,,,
2003-314,Gstaad,Clay,32,A,20030707,031,102562,3,,Jiri Novak,R,190,CZE,28.2929500342,10,1845,103819,1,,Roger Federer,R,185,SUI,21.9110198494,3,3575,5-7 6-3 6-3 1-6 6-3,5,F,169,3,4,142,91,62,28,23,7,12,19,11,148,83,59,30,23,10,16
2003-421,Canada Masters,Hard,64,M,20030804,054,103819,3,,Roger Federer,R,185,SUI,21.9876796715,3,3690,103990,16,,Tommy Robredo,R,180,ESP,21.2594113621,15,1440,6-4 6-3,3,R16,67,4,1,56,29,24,20,10,6,6,3,0,53,40,28,7,9,0,2
2003-421,Canada Masters,Hard,64,M,20030804,059,103819,3,,Roger Federer,R,185,SUI,21.9876796715,3,3690,103018,,,Max Mirnyi,R,196,BLR,26.0780287474,32,1000,6-2 7-6(3),3,QF,76,8,0,57,37,31,12,10,0,0,3,4,62,40,29,8,10,4,6
2003-421,Canada Masters,Hard,64,M,20030804,044,103819,3,,Roger Federer,R,185,SUI,21.9876796715,3,3690,102257,,,Greg Rusedski,L,193,GBR,29.9082819986,60,632,6-4 6-3,3,R32,65,1,1,52,27,21,16,10,0,1,1,3,59,33,22,11,9,1,4
2003-421,Canada Masters,Hard,64,M,20030804,062,104053,6,,Andy Roddick,R,188,USA,20.9281314168,7,2630,103819,3,,Roger Federer,R,185,SUI,21.9876796715,3,3690,6-4 3-6 7-6(3),3,SF,116,9,2,85,41,32,28,15,0,2,9,10,100,56,47,19,16,7,9
2003-421,Canada Masters,Hard,64,M,20030804,024,103819,3,,Roger Federer,R,185,SUI,21.9876796715,3,3690,103292,,,Gaston Gaudio,R,175,ARG,24.6516084873,28,1055,6-4 3-6 7-5,3,R64,125,11,5,92,51,38,22,15,7,10,0,1,93,58,36,20,16,3,7
2003-422,Cincinnati Masters,Hard,64,M,20030811,024,103819,3,,Roger Federer,R,185,SUI,22.006844627,2,3910,102401,,Q,Scott Draper,L,178,AUS,29.18275154,114,321,4-6 6-3 7-6(10),3,R64,122,14,4,108,69,58,22,16,9,10,6,1,106,65,48,24,15,7,8
2003-422,Cincinnati Masters,Hard,64,M,20030811,044,103900,,,David Nalbandian,R,180,ARG,21.607118412,14,1580,103819,3,,Roger Federer,R,185,SUI,22.006844627,2,3910,7-6(4) 7-6(5),3,R32,126,3,6,94,48,33,23,12,3,6,14,6,90,43,35,18,12,5,8
2003-560,US Open,Hard,128,G,20030825,064,103819,2,,Roger Federer,R,185,SUI,22.045174538,2,3825,104076,,,Jose Acasuso,R,190,ARG,20.8459958932,75,507,5-7 6-3 6-3 2-0 RET,5,R128,126,15,3,76,55,47,14,16,2,4,9,3,129,75,48,25,16,12,17
2003-560,US Open,Hard,128,G,20030825,120,103900,13,,David Nalbandian,R,180,ARG,21.6454483231,13,1700,103819,2,,Roger Federer,R,185,SUI,22.045174538,2,3825,3-6 7-6(1) 6-4 6-3,5,R16,172,3,4,112,67,45,28,19,5,9,16,4,143,78,52,28,21,10,16
2003-560,US Open,Hard,128,G,20030825,112,103819,2,,Roger Federer,R,185,SUI,22.045174538,2,3825,103484,,,James Blake,R,185,USA,23.6577686516,35,995,6-3 7-6(4) 6-3,5,R32,119,10,3,101,62,47,25,16,3,4,5,6,128,78,53,23,14,20,23
2003-560,US Open,Hard,128,G,20030825,096,103819,2,,Roger Federer,R,185,SUI,22.045174538,2,3825,103444,,,Jean Rene Lisnard,R,173,MON,23.9151266256,94,405,6-1 6-2 6-0,5,R64,77,5,2,61,41,34,12,11,1,1,0,8,76,33,16,18,10,7,14
2003-D037,Davis Cup WG SF: AUS vs SUI,Hard,4,D,20030919,2,103819,,,Roger Federer,R,185,SUI,22.1026694045,3,3825,102882,,,Mark Philippoussis,R,196,AUS,26.8528405202,15,1380,6-3 6-4 7-6(3),5,RR,,,,,,,,,,,,,,,,,,,
2003-D037,Davis Cup WG SF: AUS vs SUI,Hard,4,D,20030919,3,103720,,,Lleyton Hewitt,R,180,AUS,22.5544147844,7,2525,103819,,,Roger Federer,R,185,SUI,22.1026694045,3,3825,5-7 2-6 7-6(4) 7-5 6-1,5,RR,,,,,,,,,,,,,,,,,,,
2003-337,Vienna,Hard,32,A,20031006,001,103819,1,,Roger Federer,R,185,SUI,22.160164271,3,3825,103970,,,David Ferrer,R,175,ESP,21.5112936345,75,480,6-2 6-2,3,R32,56,1,0,47,31,21,13,8,1,1,0,3,57,32,15,13,8,2,6
2003-337,Vienna,Hard,32,A,20031006,017,103819,1,,Roger Federer,R,185,SUI,22.160164271,3,3825,103971,,Q,Karol Beck,R,180,SVK,21.5085557837,70,531,6-3 4-6 6-4,3,R16,116,2,7,83,42,34,19,15,0,4,6,11,100,50,32,24,14,9,14
2003-337,Vienna,Hard,32,A,20031006,025,103819,1,,Roger Federer,R,185,SUI,22.160164271,3,3825,103813,,,Jarkko Nieminen,L,185,FIN,22.2039698836,30,1030,6-3 6-3,3,QF,60,6,0,61,40,30,11,9,2,2,2,1,47,26,17,12,9,1,4
2003-337,Vienna,Hard,32,A,20031006,029,103819,1,,Roger Federer,R,185,SUI,22.160164271,3,3825,103018,,,Max Mirnyi,R,196,BLR,26.250513347,28,1075,6-2 7-6(2),3,SF,74,4,0,57,37,31,17,10,0,0,4,3,66,41,26,14,10,0,2
2003-337,Vienna,Hard,32,A,20031006,031,103819,1,,Roger Federer,R,185,SUI,22.160164271,3,3825,102845,2,,Carlos Moya,R,190,ESP,27.1074606434,7,2640,6-3 6-3 6-3,5,F,93,10,2,84,55,46,16,14,0,0,1,7,78,35,26,19,13,3,7
2003-1536,Madrid Masters,Hard,48,M,20031013,021,103819,3,,Roger Federer,R,185,SUI,22.1793292266,3,3825,102374,,WC,Alex Corretja,R,180,ESP,29.5058179329,127,290,6-4 6-3,3,R32,70,,,,,,,,,,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,035,103819,3,,Roger Federer,R,185,SUI,22.1793292266,3,3825,103888,,,Mardy Fish,R,188,USA,21.8425735797,25,1145,6-3 7-6(4),3,R16,92,,,,,,,,,,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,045,103507,1,,Juan Carlos Ferrero,R,183,ESP,23.665982204,1,4195,103819,3,,Roger Federer,R,185,SUI,22.1793292266,3,3825,6-4 4-6 6-4,3,SF,112,,,,,,,,,,,,,,,,,,
2003-1536,Madrid Masters,Hard,48,M,20031013,042,103819,3,,Roger Federer,R,185,SUI,22.1793292266,3,3825,103852,,,Feliciano Lopez,L,188,ESP,22.0616016427,35,1025,4-6 7-6(3) 6-4,3,QF,136,,,,,,,,,,,,,,,,,,
2003-328,Basel,Carpet,32,A,20031020,016,103819,2,,Roger Federer,R,185,SUI,22.1984941821,3,3925,101820,,WC,Marc Rosset,R,201,SUI,32.9500342231,117,325,6-1 6-3,3,R32,57,3,2,49,27,21,13,8,1,1,2,7,50,27,18,8,8,4,8
2003-328,Basel,Carpet,32,A,20031020,024,103344,,,Ivan Ljubicic,R,193,CRO,24.5886379192,47,795,103819,2,,Roger Federer,R,185,SUI,22.1984941821,3,3925,7-6(5) 6-7(5) 6-4,3,R16,143,27,0,116,69,56,26,17,5,6,10,3,125,87,58,26,17,5,7
2003-352,Paris Masters,Carpet,48,M,20031027,028,103819,3,,Roger Federer,R,185,SUI,22.2176591376,3,3925,103693,,Q,Thierry Ascione,R,188,FRA,22.7734428474,106,369,7-6(5) 6-1,3,R32,60,6,2,61,38,27,18,10,0,0,1,0,51,32,23,10,9,0,2
2003-352,Paris Masters,Carpet,48,M,20031027,038,103819,3,,Roger Federer,R,185,SUI,22.2176591376,3,3925,103280,13,,Martin Verkerk,R,196,NED,24.9883641342,16,1400,6-7(3) 7-6(12) 7-6(6),3,R16,146,16,3,113,71,64,26,18,0,1,24,12,129,72,64,29,18,3,4
2003-352,Paris Masters,Carpet,48,M,20031027,043,102450,,,Tim Henman,R,185,GBR,29.1389459274,31,1055,103819,3,,Roger Federer,R,185,SUI,22.2176591376,3,3925,7-6(5) 6-1,3,QF,79,4,3,68,37,29,18,10,2,2,3,2,54,30,22,11,9,0,2
2003-605,Masters Cup,Hard,8,F,20031110,004,103819,,,Roger Federer,R,185,SUI,22.2559890486,3,3625,104053,,,Andy Roddick,R,188,USA,21.196440794,1,4335,7-6(2) 6-2,3,SF,62,12,2,56,31,27,19,10,0,0,5,1,63,46,34,6,10,0,2
2003-605,Masters Cup,Hard,8,F,20031110,005,103819,,,Roger Federer,R,185,SUI,22.2559890486,3,3625,101736,,,Andre Agassi,R,180,USA,33.5331964408,5,3025,6-3 6-0 6-4,5,F,96,11,5,70,36,30,23,12,5,7,1,4,74,47,27,13,13,0,0
2003-605,Masters Cup,Hard,8,F,20031110,001,103819,,,Roger Federer,R,185,SUI,22.2559890486,3,3625,101736,,,Andre Agassi,R,180,USA,33.5331964408,5,3025,6-7(3) 6-3 7-6(7),3,RR,146,20,6,124,66,49,24,16,6,9,4,4,117,70,45,24,17,5,10
2003-605,Masters Cup,Hard,8,F,20031110,003,103819,,,Roger Federer,R,185,SUI,22.2559890486,3,3625,103507,,,Juan Carlos Ferrero,R,183,ESP,23.742642026,2,4205,6-3 6-1,3,RR,54,6,1,49,28,22,14,8,3,3,5,7,53,27,16,10,8,3,7
2003-605,Masters Cup,Hard,8,F,20031110,002,103819,,,Roger Federer,R,185,SUI,22.2559890486,3,3625,103900,,,David Nalbandian,R,180,ARG,21.8562628337,8,1960,6-3 6-0,3,RR,71,2,3,51,25,21,13,8,3,4,1,6,55,27,14,11,7,6,11
2004-580,Australian Open,Hard,128,G,20040119,126,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103507,3,,Juan Carlos Ferrero,R,183,ESP,23.9342915811,3,4145,6-4 6-1 6-4,5,SF,89,11,1,83,60,50,10,14,4,4,6,0,71,41,27,16,13,2,6
2004-580,Australian Open,Hard,128,G,20040119,120,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103720,15,,Lleyton Hewitt,R,180,AUS,22.8993839836,11,1625,4-6 6-3 6-0 6-4,5,R16,138,14,4,117,69,51,27,18,6,7,5,5,113,74,49,19,17,8,13
2004-580,Australian Open,Hard,128,G,20040119,096,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103319,,Q,Jeff Morrison,R,185,USA,24.9555099247,156,247,6-2 6-3 6-4,5,R64,94,5,2,84,52,40,21,14,4,4,8,0,93,55,37,17,13,7,11
2004-580,Australian Open,Hard,128,G,20040119,064,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,104166,,Q,Alex Bogomolov Jr,R,178,RUS,20.7419575633,117,357,6-3 6-4 6-0,5,R128,89,13,3,68,41,33,20,13,0,0,0,3,81,54,35,9,12,4,9
2004-580,Australian Open,Hard,128,G,20040119,124,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103900,8,,David Nalbandian,R,180,ARG,22.0479123888,8,2060,7-5 6-4 5-7 6-3,5,QF,161,20,3,127,76,63,22,22,8,11,5,2,117,76,52,25,21,7,12
2004-580,Australian Open,Hard,128,G,20040119,127,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,103498,,,Marat Safin,R,193,RUS,23.9780971937,86,430,7-6(3) 6-4 6-2,5,F,135,8,2,90,48,36,25,15,1,3,3,5,116,57,36,28,15,13,18
2004-580,Australian Open,Hard,128,G,20040119,112,103819,2,,Roger Federer,R,185,SUI,22.4476386037,2,4375,104379,,WC,Todd Reid,R,180,AUS,19.627652293,148,253,6-3 6-0 6-1,5,R32,74,5,3,57,31,23,17,11,0,1,1,3,71,41,18,10,11,6,14
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,3,103819,,,Roger Federer,R,185,SUI,22.4859685147,1,5225,102318,,,Andrei Pavel,R,183,ROU,30.0150581793,53,664,6-3 6-2 7-5,5,RR,,,,,,,,,,,,,,,,,,,
2004-D005,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,2,103819,,,Roger Federer,R,185,SUI,22.4859685147,1,5225,103812,,,Victor Hanescu,R,198,ROU,22.5352498289,72,493,7-6(4) 6-3 6-1,5,RR,,,,,,,,,,,,,,,,,,,
2004-407,Rotterdam,Hard,32,A,20040216,017,103819,1,,Roger Federer,R,185,SUI,22.5242984257,1,5170,102318,,,Andrei Pavel,R,183,ROU,30.0533880903,52,664,7-6(2) 7-5,3,R16,96,4,4,85,55,44,13,12,3,4,1,2,84,47,30,23,12,6,8
2004-407,Rotterdam,Hard,32,A,20040216,025,102450,5,,Tim Henman,R,185,GBR,29.4455852156,11,1650,103819,1,,Roger Federer,R,185,SUI,22.5242984257,1,5170,6-3 7-6(9),3,QF,98,6,5,76,44,35,15,11,3,5,2,3,75,45,27,17,10,5,8
2004-407,Rotterdam,Hard,32,A,20040216,001,103819,1,,Roger Federer,R,185,SUI,22.5242984257,1,5170,103096,,,Arnaud Clement,R,173,FRA,26.1656399726,29,1085,6-4 6-3,3,R32,74,5,0,49,32,29,11,10,0,0,4,1,73,39,24,20,9,2,4
2004-495,Dubai,Hard,32,A,20040301,001,103819,1,,Roger Federer,R,185,SUI,22.5626283368,1,4930,103498,,WC,Marat Safin,R,193,RUS,24.0930869268,30,1025,7-6(2) 7-6(4),3,R32,119,4,3,96,46,35,28,12,9,11,5,2,78,36,25,25,12,0,2
2004-495,Dubai,Hard,32,A,20040301,029,103819,1,,Roger Federer,R,185,SUI,22.5626283368,1,4930,103813,,,Jarkko Nieminen,L,185,FIN,22.6064339493,34,960,7-6(7) 6-2,3,SF,81,3,1,63,36,27,16,10,3,4,0,3,74,48,31,13,10,5,8
2004-495,Dubai,Hard,32,A,20040301,025,103819,1,,Roger Federer,R,185,SUI,22.5626283368,1,4930,102318,,,Andrei Pavel,R,183,ROU,30.0917180014,53,684,6-3 6-3,3,QF,68,3,1,50,31,25,12,9,0,0,3,2,66,43,26,10,9,6,9
2004-495,Dubai,Hard,32,A,20040301,031,103819,1,,Roger Federer,R,185,SUI,22.5626283368,1,4930,103852,,,Feliciano Lopez,L,188,ESP,22.4449007529,32,1005,4-6 6-1 6-2,3,F,95,6,0,67,43,34,17,13,0,1,7,3,91,50,33,18,12,9,13
2004-495,Dubai,Hard,32,A,20040301,017,103819,1,,Roger Federer,R,185,SUI,22.5626283368,1,4930,103990,,,Tommy Robredo,R,180,ESP,21.8343600274,20,1235,6-3 6-4,3,R16,88,6,3,61,37,31,13,10,3,3,1,6,74,30,22,22,9,10,12
2004-404,Indian Wells Masters,Hard,96,M,20040308,089,103819,1,,Roger Federer,R,185,SUI,22.5817932923,1,5170,103428,32,,Juan Ignacio Chela,R,190,ARG,24.5229295003,34,1000,6-2 6-1,3,QF,63,4,2,53,31,23,12,8,1,2,1,1,49,33,15,6,7,4,9
2004-404,Indian Wells Masters,Hard,96,M,20040308,033,103819,1,,Roger Federer,R,185,SUI,22.5817932923,1,5170,102318,,,Andrei Pavel,R,183,ROU,30.1108829569,49,754,6-1 6-1,3,R64,64,5,2,44,29,22,9,7,3,3,1,3,59,35,19,8,7,2,7
2004-404,Indian Wells Masters,Hard,96,M,20040308,093,103819,1,,Roger Federer,R,185,SUI,22.5817932923,1,5170,101736,5,,Andre Agassi,R,180,USA,33.8590006845,5,2770,4-6 6-3 6-4,3,SF,113,12,5,85,50,41,22,15,5,6,2,4,93,59,45,16,14,4,6
2004-404,Indian Wells Masters,Hard,96,M,20040308,065,103819,1,,Roger Federer,R,185,SUI,22.5817932923,1,5170,103602,25,,Fernando Gonzalez,R,183,CHI,23.6084873374,27,1120,6-3 6-2,3,R32,63,6,3,58,31,25,15,9,1,1,1,3,50,26,18,11,8,4,7
2004-404,Indian Wells Masters,Hard,96,M,20040308,095,103819,1,,Roger Federer,R,185,SUI,22.5817932923,1,5170,102450,9,,Tim Henman,R,185,GBR,29.5030800821,10,1700,6-3 6-3,3,F,67,3,0,45,27,23,13,9,0,0,0,3,52,31,20,10,9,3,6
2004-404,Indian Wells Masters,Hard,96,M,20040308,081,103819,1,,Roger Federer,R,185,SUI,22.5817932923,1,5170,103888,18,,Mardy Fish,R,188,USA,22.2450376454,19,1275,6-4 6-1,3,R16,71,7,1,51,33,26,11,9,1,1,8,5,61,31,22,11,8,7,10
2004-403,Miami Masters,Hard,96,M,20040322,033,103819,1,,Roger Federer,R,185,SUI,22.6201232033,1,5635,103786,,,Nikolay Davydenko,R,178,RUS,22.803559206,54,665,6-2 3-6 7-5,3,R64,117,7,3,96,63,46,13,15,4,7,0,2,79,49,31,18,14,5,9
2004-403,Miami Masters,Hard,96,M,20040322,065,104745,32,,Rafael Nadal,L,185,ESP,17.8015058179,34,973,103819,1,,Roger Federer,R,185,SUI,22.6201232033,1,5635,6-3 6-3,3,R32,70,1,2,48,39,31,5,9,0,0,8,2,56,34,21,13,9,4,7
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,1,103819,,,Roger Federer,R,185,SUI,22.6584531143,1,5545,102765,,,Nicolas Escude,R,185,FRA,28.0054757016,81,484,6-2 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,
2004-D011,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,3,103819,,,Roger Federer,R,185,SUI,22.6584531143,1,5545,103096,,,Arnaud Clement,R,173,FRA,26.2997946612,25,1095,6-2 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,
2004-416,Rome Masters,Clay,64,M,20040503,033,102610,,,Albert Costa,R,180,ESP,28.8569472964,39,885,103819,1,,Roger Federer,R,185,SUI,22.7351129363,1,5430,3-6 6-3 6-2,3,R32,127,3,1,93,64,43,14,13,12,14,6,4,83,48,35,13,13,6,10
2004-416,Rome Masters,Clay,64,M,20040503,001,103819,1,,Roger Federer,R,185,SUI,22.7351129363,1,5430,102035,,,Jonas Bjorkman,R,183,SWE,32.1122518823,26,1113,7-6(4) 6-3,3,R64,84,4,3,69,39,33,19,11,1,1,1,0,63,31,23,23,10,4,5
2004-414,Hamburg Masters,Clay,64,M,20040510,001,103819,1,,Roger Federer,R,185,SUI,22.7542778919,1,5115,103292,,,Gaston Gaudio,R,175,ARG,25.4182067077,34,1000,6-1 5-7 6-4,3,R64,116,11,1,97,55,39,20,15,10,14,1,1,85,57,34,11,14,5,11
2004-414,Hamburg Masters,Clay,64,M,20040510,061,103819,1,,Roger Federer,R,185,SUI,22.7542778919,1,5115,103720,17,,Lleyton Hewitt,R,180,AUS,23.2060232717,17,1375,6-0 6-4,3,SF,61,5,0,41,28,22,9,8,0,1,1,2,52,36,17,6,8,4,9
2004-414,Hamburg Masters,Clay,64,M,20040510,033,103819,1,,Roger Federer,R,185,SUI,22.7542778919,1,5115,102839,,,Nicolas Lapentti,R,188,ECU,27.7399041752,67,571,6-3 6-3,3,R32,60,1,0,46,30,27,10,9,0,0,4,1,47,33,20,7,9,1,4
2004-414,Hamburg Masters,Clay,64,M,20040510,063,103819,1,,Roger Federer,R,185,SUI,22.7542778919,1,5115,103909,2,,Guillermo Coria,R,175,ARG,22.3216974675,3,3640,4-6 6-4 6-2 6-3,5,F,141,7,0,113,64,49,30,19,2,4,2,4,102,71,49,14,18,5,10
2004-414,Hamburg Masters,Clay,64,M,20040510,057,103819,1,,Roger Federer,R,185,SUI,22.7542778919,1,5115,102845,7,,Carlos Moya,R,190,ESP,27.7015742642,8,2370,6-4 6-3,3,QF,64,2,1,57,34,26,17,10,1,1,1,2,47,29,20,12,9,2,4
2004-414,Hamburg Masters,Clay,64,M,20040510,049,103819,1,,Roger Federer,R,185,SUI,22.7542778919,1,5115,103602,13,,Fernando Gonzalez,R,183,CHI,23.780971937,14,1430,7-5 6-1,3,R16,74,1,2,54,40,31,8,10,1,2,2,3,68,35,25,12,9,8,12
2004-520,Roland Garros,Clay,128,G,20040524,001,103819,1,,Roger Federer,R,185,SUI,22.7926078029,1,5540,104019,,LL,Kristof Vliegen,R,193,BEL,21.9219712526,110,370,6-1 6-2 6-1,5,R128,76,4,1,54,33,29,15,11,0,0,0,5,74,46,24,11,11,7,14
2004-520,Roland Garros,Clay,128,G,20040524,065,103819,1,,Roger Federer,R,185,SUI,22.7926078029,1,5540,103017,,,Nicolas Kiefer,R,183,GER,26.8856947296,34,1005,6-3 6-4 7-6(6),5,R64,151,5,12,126,67,53,23,15,12,15,2,6,109,56,39,21,16,7,13
2004-520,Roland Garros,Clay,128,G,20040524,097,102856,28,,Gustavo Kuerten,R,190,BRA,27.7015742642,30,1065,103819,1,,Roger Federer,R,185,SUI,22.7926078029,1,5540,6-4 6-4 6-4,5,R32,124,6,0,91,47,33,29,15,1,2,10,2,95,60,41,17,15,8,12
2004-500,Halle,Grass,32,A,20040607,001,103819,1,,Roger Federer,R,185,SUI,22.8309377139,1,5610,102563,,,Thomas Johansson,R,180,SWE,29.2073921971,191,206,6-3 6-2,3,R32,69,10,4,56,34,28,11,9,6,7,3,2,62,38,23,7,8,5,9
2004-500,Halle,Grass,32,A,20040607,031,103819,1,,Roger Federer,R,185,SUI,22.8309377139,1,5610,103888,6,,Mardy Fish,R,188,USA,22.4941820671,23,1230,6-0 6-3,3,F,57,3,0,42,31,25,8,8,0,0,3,2,60,33,18,11,7,3,7
2004-500,Halle,Grass,32,A,20040607,017,103819,1,,Roger Federer,R,185,SUI,22.8309377139,1,5610,104022,,,Mikhail Youzhny,R,183,RUS,21.9520876112,34,915,6-2 6-1,3,R16,69,3,0,42,26,19,10,8,0,1,4,0,80,44,23,13,7,9,14
2004-500,Halle,Grass,32,A,20040607,029,103819,1,,Roger Federer,R,185,SUI,22.8309377139,1,5610,102562,3,,Jiri Novak,R,190,CZE,29.2128678987,19,1310,6-3 6-4,3,SF,53,4,2,50,31,25,15,10,0,0,1,0,49,32,23,9,9,4,6
2004-500,Halle,Grass,32,A,20040607,025,103819,1,,Roger Federer,R,185,SUI,22.8309377139,1,5610,103096,,,Arnaud Clement,R,173,FRA,26.4722792608,37,860,6-3 7-5,3,QF,72,5,4,56,39,34,10,11,0,0,1,0,62,41,26,12,10,2,4
2004-540,Wimbledon,Grass,128,G,20040621,125,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,103206,10,,Sebastien Grosjean,R,175,FRA,26.0643394935,13,1665,6-2 6-3 7-6(6),5,SF,120,6,3,91,54,41,20,14,1,2,2,2,106,62,39,17,15,6,11
2004-540,Wimbledon,Grass,128,G,20040621,121,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,103720,7,,Lleyton Hewitt,R,180,AUS,23.3210130048,10,1745,6-1 6-7(1) 6-0 6-4,5,QF,140,19,0,125,72,51,30,18,10,11,4,7,102,53,31,29,17,7,14
2004-540,Wimbledon,Grass,128,G,20040621,065,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,104268,,Q,Alejandro Falla,L,185,COL,20.6023271732,138,303,6-1 6-2 6-0,5,R64,54,6,1,57,43,36,9,11,0,0,2,1,52,31,15,7,10,1,8
2004-540,Wimbledon,Grass,128,G,20040621,097,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,102563,,,Thomas Johansson,R,180,SWE,29.2457221081,123,335,6-3 6-4 6-3,5,R32,98,11,2,80,53,42,18,14,2,2,4,0,90,49,37,17,14,7,11
2004-540,Wimbledon,Grass,128,G,20040621,127,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,104053,2,,Andy Roddick,R,188,USA,21.8097193703,2,4695,4-6 7-5 7-6(3) 6-4,5,F,151,12,3,154,95,64,34,22,10,14,11,5,133,81,60,21,22,5,10
2004-540,Wimbledon,Grass,128,G,20040621,001,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,104372,,WC,Alex Bogdanovic,L,183,GBR,20.0821355236,295,112,6-3 6-3 6-0,5,R128,80,6,4,64,43,37,14,12,2,2,3,2,86,64,37,8,12,6,12
2004-540,Wimbledon,Grass,128,G,20040621,113,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,103333,,,Ivo Karlovic,R,208,CRO,25.311430527,62,626,6-3 7-6(3) 7-6(5),5,R16,110,6,1,96,72,59,20,17,2,2,14,2,100,69,50,21,16,3,4
2004-314,Gstaad,Clay,32,A,20040705,031,103819,1,,Roger Federer,R,185,SUI,22.9075975359,1,5610,104214,,,Igor Andreev,R,185,RUS,20.977412731,62,639,6-2 6-3 5-7 6-3,5,F,118,6,0,101,55,43,31,19,2,4,4,3,103,73,50,11,19,6,12
2004-314,Gstaad,Clay,32,A,20040705,001,103819,1,,Roger Federer,R,185,SUI,22.9075975359,1,5610,102494,,,Tomas Behrend,R,193,GER,29.5633127995,130,315,6-1 6-1,3,R32,47,9,2,38,21,19,10,7,1,1,0,1,55,34,16,7,7,4,9
2004-314,Gstaad,Clay,32,A,20040705,017,103819,1,,Roger Federer,R,185,SUI,22.9075975359,1,5610,103333,,,Ivo Karlovic,R,208,CRO,25.3497604381,59,686,6-7(5) 6-3 7-6(4),3,R16,114,8,0,98,63,52,26,17,0,0,15,6,105,64,54,23,16,3,4
